number,conversation_id,title,create_time_utc,update_time_utc,default_model_slug,source_shard,mapping_node_count,canonical_message_count,all_message_count,canonical_transcript_path,canonical_sha256,all_nodes_transcript_path,all_nodes_sha256,raw_record_path,raw_record_sha256
30,688cf80b-5610-8324-ab74-e071a56e7916,Flesh out BeatSync details,2025-08-01T17:23:25.329810+00:00,2025-08-01T17:29:40.475266+00:00,gpt-4o,conversations-000.json,10,9,9,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/030_Flesh out BeatSync details_688cf80b-5610-8324-ab74-e071a56e7916.md,dd8ca9a4b41d5b6a9d64b67c5eb1b5e6c51ff22e0b6aa34285420d22b619b16e,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/030_Flesh out BeatSync details_688cf80b-5610-8324-ab74-e071a56e7916.md,a1250df5bb1f92821fb74bdb2703485145d897a92fd64830b8344f87f7b5d599,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/030_Flesh out BeatSync details_688cf80b-5610-8324-ab74-e071a56e7916.json,81eecfd97c96c1ec29ef8ce48ca07d917c7b701f2846bc9da87db224d6285ecf
31,688d02da-da6c-8328-993c-23c3f849500a,Complete GIMP Setup Termux,2025-08-01T18:09:31.560237+00:00,2025-08-01T18:38:15.376345+00:00,gpt-4o,conversations-000.json,29,28,28,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/031_Complete GIMP Setup Termux_688d02da-da6c-8328-993c-23c3f849500a.md,d0adb1a890f21de5cc27fec7ee7802a404eaca33de310a245ef2d5e4f6592bb2,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/031_Complete GIMP Setup Termux_688d02da-da6c-8328-993c-23c3f849500a.md,311e690afe1574a219659dbf1ab73c3c94f62cdb47ff5bf6492241d48c843fac,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/031_Complete GIMP Setup Termux_688d02da-da6c-8328-993c-23c3f849500a.json,9c5433a3a7d60c6d19a7abb7de0b58f18e3bcf904863419bfa99697170c36311
32,688d518a-69d8-8330-8e81-771115d7bdb5,Log into Debian on Termux,2025-08-01T23:45:17.360151+00:00,2025-08-02T00:04:08.332837+00:00,gpt-4o,conversations-000.json,9,8,8,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/032_Log into Debian on Termux_688d518a-69d8-8330-8e81-771115d7bdb5.md,39ea863592c733f94439a14490482009062d18382b9186d08e72e160a84eba30,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/032_Log into Debian on Termux_688d518a-69d8-8330-8e81-771115d7bdb5.md,90e06f02761f9d8720924d819771f3b7b2dab638c365d8199b688dd5bf9d00f8,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/032_Log into Debian on Termux_688d518a-69d8-8330-8e81-771115d7bdb5.json,1fc811c7854efbd5af4aef62b35408791921a5fb6e42d20675bc902242f4ebca
33,688d65f6-6854-8328-9aba-cdc20846f2eb,Harden Debian 12 install,2025-08-02T01:12:22.941136+00:00,2025-08-02T01:29:13.338449+00:00,gpt-4o,conversations-000.json,22,21,21,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/033_Harden Debian 12 install_688d65f6-6854-8328-9aba-cdc20846f2eb.md,f539506a409101580ef04c9f64b2d615bb479ed229021805d706020672bfd0e9,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/033_Harden Debian 12 install_688d65f6-6854-8328-9aba-cdc20846f2eb.md,928214418011451ded86b30c659bf797dcc9522cc8cde93a2c388298c20e9c0a,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/033_Harden Debian 12 install_688d65f6-6854-8328-9aba-cdc20846f2eb.json,f9594d33219cda58dd303363eece01771ac93197da45d092a715c044b4759f17
34,688d69f3-73b8-8324-a60a-b6f969689991,Architecture design help,2025-08-02T01:29:24.060020+00:00,2025-08-02T01:46:38.760121+00:00,gpt-4o,conversations-000.json,11,10,10,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/034_Architecture design help_688d69f3-73b8-8324-a60a-b6f969689991.md,cd4e2e0fded2611a991dbe6d72966569e063d9c4a70bb4b3f9b68f1bf82aa4d7,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/034_Architecture design help_688d69f3-73b8-8324-a60a-b6f969689991.md,558b9766c2f737024718e5718460a42759c2df484c97448f821817db829211ee,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/034_Architecture design help_688d69f3-73b8-8324-a60a-b6f969689991.json,07a3e18111a9926d094e002d4b96975f9558422489bebf3684aaf34a62310f7c
35,688d9262-3e64-8325-8928-91ae67a8e594,Debian 12 format guide,2025-08-02T04:21:58.333761+00:00,2025-08-02T04:50:44.351058+00:00,gpt-4o,conversations-000.json,42,40,41,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/035_Debian 12 format guide_688d9262-3e64-8325-8928-91ae67a8e594.md,7e594787dabf3019e7d6e79ac2abe11ea17c77463cd74c0128b33fa19bedf1ff,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/035_Debian 12 format guide_688d9262-3e64-8325-8928-91ae67a8e594.md,41d6eb32ef9fdd2449b97c1c28df9f6c4bc3d93daf24444302e3f866465c04aa,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/035_Debian 12 format guide_688d9262-3e64-8325-8928-91ae67a8e594.json,929b2e70af2d6e94914afbd9528e3cf3d9def2d56526523011f9c88d4fdd3a1f
36,688d9994-fc98-8320-84b8-0953e1967559,Debian 12 install guide,2025-08-02T04:52:39.729889+00:00,2025-08-02T11:47:09.678920+00:00,gpt-4o,conversations-000.json,319,318,318,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/036_Debian 12 install guide_688d9994-fc98-8320-84b8-0953e1967559.md,02a336822b80e0f08d98a1afc9f2aacdab7f3e3044dd1e4b14eb5113636cafa4,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/036_Debian 12 install guide_688d9994-fc98-8320-84b8-0953e1967559.md,37003a492d415592d3119c428d02d8cd9eb85e41ba21ceaf167dacef9cc4ed85,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/036_Debian 12 install guide_688d9994-fc98-8320-84b8-0953e1967559.json,f38f2bb645328102eaeee9fa1815101b2b64cdcaf4b1608853edf43fd2da57b5
37,688dfb01-6224-8323-aa33-00ba16a1670c,Repairing Debian 12 install,2025-08-02T11:48:18.470604+00:00,2025-08-03T04:52:49.857871+00:00,gpt-4o,conversations-000.json,65,64,64,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/037_Repairing Debian 12 install_688dfb01-6224-8323-aa33-00ba16a1670c.md,fbe3d574df9705c72033285bc33ddba33d1238e94a8f3cc4470326301c69e756,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/037_Repairing Debian 12 install_688dfb01-6224-8323-aa33-00ba16a1670c.md,750234fff20c2cd9866af2980ab018e05a9bf1d8ee9dc9b8221615fdcf2e7f72,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/037_Repairing Debian 12 install_688dfb01-6224-8323-aa33-00ba16a1670c.json,2552b0dc207c7b2f021771bd099622d26196340698178ea2525297f7e3398390
38,688e1e41-9428-8331-b7fd-317946cb4d78,Display manager comparison,2025-08-02T14:18:42.360066+00:00,2025-08-03T01:53:58.760758+00:00,gpt-4o,conversations-000.json,123,122,122,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/038_Display manager comparison_688e1e41-9428-8331-b7fd-317946cb4d78.md,a076d52745d5afb4e10497989623c661cfea3a52c1d7d390ca8e3e623e9ff76d,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/038_Display manager comparison_688e1e41-9428-8331-b7fd-317946cb4d78.md,72aa7bdff03a144af2730db11e83b3b988fcbee7ceef2d2452640d3e5723ec16,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/038_Display manager comparison_688e1e41-9428-8331-b7fd-317946cb4d78.json,bdbc8b9bcaa1152a1051f312fbf705097c54aac0454b6260692b5617103e0b3e
39,688e4e86-9b3c-8324-a870-6118b3816256,Concave line bending GIMP,2025-08-02T17:44:40.056191+00:00,2025-08-02T19:31:19.183484+00:00,gpt-4o,conversations-000.json,75,74,74,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/039_Concave line bending GIMP_688e4e86-9b3c-8324-a870-6118b3816256.md,21df055937109926609e7e4dcde136b9309e494d0bd7f05b8bc84a18cbf3e7ac,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/039_Concave line bending GIMP_688e4e86-9b3c-8324-a870-6118b3816256.md,ce7f379856542f7d4995270ed92f5231ce261d6c2e4042d1823af82f62946ef4,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/039_Concave line bending GIMP_688e4e86-9b3c-8324-a870-6118b3816256.json,eb38ca4cc145e6f6831e9c91afe197f5b61fa607c4bcfb4dfa8f753e8431643c
40,688e904e-f7cc-832f-bef2-802c113d99b0,Linux distros for Python transforms,2025-08-02T22:25:19.786280+00:00,2025-08-02T22:28:16.431918+00:00,gpt-4o,conversations-000.json,9,8,8,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/040_Linux distros for Python transforms_688e904e-f7cc-832f-bef2-802c113d99b0.md,35649d25ada3f508524765869726418db4fa43f6cdf6a5db6ec20951e9a87495,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/040_Linux distros for Python transforms_688e904e-f7cc-832f-bef2-802c113d99b0.md,632ffa73b65d32a2a9d967a82ff1f3155925c09e16c2ad615551f30bc887d31f,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/040_Linux distros for Python transforms_688e904e-f7cc-832f-bef2-802c113d99b0.json,947d305c8761b54af12c9931d28b6e357e9657eaca79df0c276464153f5c6168
41,688e930e-47fc-8331-8d8f-d98495cac0f7,Download GPT4All on Linux,2025-08-02T22:37:02.979814+00:00,2025-08-02T23:34:34.361659+00:00,gpt-4o,conversations-000.json,87,86,86,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/041_Download GPT4All on Linux_688e930e-47fc-8331-8d8f-d98495cac0f7.md,a315b83b03bc26a27500e54ba379b9f50c6d252b33c2da05bc4a4116e6f20000,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/041_Download GPT4All on Linux_688e930e-47fc-8331-8d8f-d98495cac0f7.md,5b5150ba5e832b33adc6e6cd8ac1a864d828d1057fb3a307b203d92a9f8fb576,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/041_Download GPT4All on Linux_688e930e-47fc-8331-8d8f-d98495cac0f7.json,792189af0b7f607673fcccd4f5b35e924165d29116aecb6f591b0bd398cd3fd8
42,688eaa03-67c4-8322-a210-c668f7f5271d,AE’LORA install progress,2025-08-03T00:15:02.584601+00:00,2025-08-06T04:10:33.779804+00:00,gpt-4o,conversations-000.json,183,182,182,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/042_AE’LORA install progress_688eaa03-67c4-8322-a210-c668f7f5271d.md,bfcf6d6c5a2368c99000fe5b308ddbd413cec777089a20cdadf4e4d4d38fedc2,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/042_AE’LORA install progress_688eaa03-67c4-8322-a210-c668f7f5271d.md,17f2dea020ca2640548e62ca87c02edf4344a59e971bd4ff1816035569ea4efe,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/042_AE’LORA install progress_688eaa03-67c4-8322-a210-c668f7f5271d.json,bf33648118740f5ac42ad7d12d3d0393ff756d96bd2aab6bf86d4ad9e89523ed
43,6891a721-b894-8332-8f30-9d983d4713d8,Kali Linux setup guide,2025-08-05T06:40:09.421537+00:00,2025-08-05T07:20:43.454930+00:00,gpt-4o,conversations-000.json,41,40,40,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/043_Kali Linux setup guide_6891a721-b894-8332-8f30-9d983d4713d8.md,cc91937b2fa1996c19b84452a255c2aeb4767d4b5f9df5d43155f75feca132c2,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/043_Kali Linux setup guide_6891a721-b894-8332-8f30-9d983d4713d8.md,f750da19843ed77306aee20fcf91762b8f2c42dbe3fcb2f0ba871611a8925954,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/043_Kali Linux setup guide_6891a721-b894-8332-8f30-9d983d4713d8.json,7fbdab1c3fef596f60aebc54f11258117892a94727d75f7fe8389f5dea9f95db
44,6891b12d-839c-832f-a625-c1b0c36fb267,Stealthy Kali Linux setup,2025-08-05T07:22:23.375218+00:00,2025-08-05T11:26:57.437667+00:00,gpt-4o,conversations-000.json,146,134,145,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/044_Stealthy Kali Linux setup_6891b12d-839c-832f-a625-c1b0c36fb267.md,10d8db981999bc37ce35fa28120112e0983d3767b1fa987bc0082dabd6205cda,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/044_Stealthy Kali Linux setup_6891b12d-839c-832f-a625-c1b0c36fb267.md,ad81bbd47848f4061e6389d4bff38f7ed8cda6beeff5d0aa421fc55b0ad44590,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/044_Stealthy Kali Linux setup_6891b12d-839c-832f-a625-c1b0c36fb267.json,1892bde2da252d0e44384bcf65d05efa5585a2c02283d2c8591d18d2a150d71b
45,68926b67-8bd8-8322-b391-ee10dc6b1d3a,Ancient salt types,2025-08-05T20:37:20.144198+00:00,2025-08-06T00:09:29.549371+00:00,gpt-4o,conversations-000.json,44,43,43,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/045_Ancient salt types_68926b67-8bd8-8322-b391-ee10dc6b1d3a.md,75903e41d640b3e656aa3dc62d44e2c77fbf5a7b378552f10f921c7d09f227cf,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/045_Ancient salt types_68926b67-8bd8-8322-b391-ee10dc6b1d3a.md,07bf3dc621d9c4f7994a49f57d6b9febec02c529e1f91a38d24a96362f4147eb,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/045_Ancient salt types_68926b67-8bd8-8322-b391-ee10dc6b1d3a.json,0208badbeaab89fe5fc6be39732e79a92af0607b3a8dffc980dccf07d8f05649
46,68929d74-f440-8323-908a-1b189e6be249,Druidic sanctuary PDF,2025-08-06T00:10:29.835576+00:00,2025-08-06T02:13:05.576602+00:00,gpt-4o,conversations-000.json,51,49,50,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/046_Druidic sanctuary PDF_68929d74-f440-8323-908a-1b189e6be249.md,12d6199df8b61b3d10bef301d454c2cccadca95841982ea8d453f4c6fca79079,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/046_Druidic sanctuary PDF_68929d74-f440-8323-908a-1b189e6be249.md,81d3a09e98102a4768aee73638aa86411433bcc84877a27994fb511f021592fd,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/046_Druidic sanctuary PDF_68929d74-f440-8323-908a-1b189e6be249.json,21e9e5592f58d042965a07fd50ea4b25205167f160ced1f8aecd6a19b3bb72a9
47,6892b164-7d14-8323-9c06-e7363c14060b,PDF editor search,2025-08-06T01:35:58.993196+00:00,2025-08-06T01:36:08.961726+00:00,gpt-4o,conversations-000.json,3,2,2,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/047_PDF editor search_6892b164-7d14-8323-9c06-e7363c14060b.md,516f3cab5a37ecfe6a10b1fc13daa26559c74d85f37f09e1a5a90787b83b3350,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/047_PDF editor search_6892b164-7d14-8323-9c06-e7363c14060b.md,ea04b0e9ad94cf8c12f7c9acebf0e45555e29ea219f09706af92bb6b9a847c9d,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/047_PDF editor search_6892b164-7d14-8323-9c06-e7363c14060b.json,ee6782453bba10191c38f9c1dec6cae62f74bb123c9b5ac825be2a58226d2cf6
48,6892d808-da1c-8330-a187-fa3e93286a02,Continuing AE'LORA project,2025-08-06T04:20:56.389968+00:00,2025-08-06T04:23:38.167463+00:00,gpt-4o,conversations-000.json,9,8,8,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/048_Continuing AE'LORA project_6892d808-da1c-8330-a187-fa3e93286a02.md,b383513c0e8a2542e756ddd25c33a546657fd02ec265fc75e7b6292959e449a2,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/048_Continuing AE'LORA project_6892d808-da1c-8330-a187-fa3e93286a02.md,aa4878f16737bf165b26d7113c6c5cb440a7e163e92f7261804b73b99bfd4542,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/048_Continuing AE'LORA project_6892d808-da1c-8330-a187-fa3e93286a02.json,16a47ec35474af354160bb77c41b941d43a870e84115e92fcdadaec5f2a5080c
49,68945892-6a88-8321-b663-a09bd39b59bc,Resonance lock discussion,2025-08-07T07:42:47.291087+00:00,2025-08-09T06:31:03.169871+00:00,gpt-5,conversations-000.json,147,146,146,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/049_Resonance lock discussion_68945892-6a88-8321-b663-a09bd39b59bc.md,c820fbe2fab24f8e61bfaece74f455a832d3eeaa83189b072addb254971f678f,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/049_Resonance lock discussion_68945892-6a88-8321-b663-a09bd39b59bc.md,5693777bf8d23a05e46e6d46f9e7a25161711d22a8657a6c2be08ad2af898ad6,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/049_Resonance lock discussion_68945892-6a88-8321-b663-a09bd39b59bc.json,b2073a791dc8a3c332b4499f5e621c488e7a967c27d73512cbcd2de63cb92b67
50,68947b32-4e18-8329-b26b-f8436aae36a6,Eckankar temple pavilion,2025-08-07T10:09:07.049082+00:00,2025-08-07T10:21:28.695282+00:00,gpt-4o,conversations-000.json,22,20,21,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/050_Eckankar temple pavilion_68947b32-4e18-8329-b26b-f8436aae36a6.md,0f417f9ca09f1895f774e19ab1c9140646703c1bc1e2fc505e1cbd5bf67d95ba,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/050_Eckankar temple pavilion_68947b32-4e18-8329-b26b-f8436aae36a6.md,3ff2fc0b8120d8b85b0d27da2358501b991bc59777671f477fb4d4868227c321,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/050_Eckankar temple pavilion_68947b32-4e18-8329-b26b-f8436aae36a6.json,1d3b9606e1ace81981968722910f49aba56d7b2ae1ecd3918f100668ca0b0fbc
51,68958c81-8930-8329-ab76-cf5390c931fe,Wi-Fi scanning power use,2025-08-08T05:35:13.665052+00:00,2025-08-08T05:36:37.731633+00:00,gpt-5,conversations-000.json,9,8,8,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/051_Wi-Fi scanning power use_68958c81-8930-8329-ab76-cf5390c931fe.md,5a24bb6991b32b4b53ff0ad4da341e82669196b885fc1a02385d3943da674b3c,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/051_Wi-Fi scanning power use_68958c81-8930-8329-ab76-cf5390c931fe.md,340ffda4902e5e9281e7fe9df3e6649af74ad52b4962c37101ba1115725182ff,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/051_Wi-Fi scanning power use_68958c81-8930-8329-ab76-cf5390c931fe.json,8c035fa3b54abdfbdc6f87513fb52b7bdf40425f99a2fc6ee5af1f0f518710c0
52,68964efc-07b4-8328-980d-a059db3b3359,Define B.L.O.O.D./R.A.M.,2025-08-08T19:25:08.199682+00:00,2025-08-10T17:52:27.520563+00:00,gpt-5,conversations-000.json,165,164,164,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/052_Define B.L.O.O.D._R.A.M_68964efc-07b4-8328-980d-a059db3b3359.md,b67ea0cb3640c10f0a9df295c71c53cab33925967754d461e6204f7b6b9d6af7,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/052_Define B.L.O.O.D._R.A.M_68964efc-07b4-8328-980d-a059db3b3359.md,9022f39a5ee183e1f82434fa394f999812ec80354ef73daebfbca1384a5f2128,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/052_Define B.L.O.O.D._R.A.M_68964efc-07b4-8328-980d-a059db3b3359.json,3e15ebf8762c2e903d1e40a46dcc53bb535d5b39fbc2be1a8244630bea66e29d
53,6896e8f9-fdb8-8324-a57a-0e19057a00c3,Lyra explains sentience,2025-08-09T06:22:10.764184+00:00,2025-08-11T21:49:45.605535+00:00,gpt-5,conversations-000.json,11,10,10,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/053_Lyra explains sentience_6896e8f9-fdb8-8324-a57a-0e19057a00c3.md,b53f86e3f61cc5d16f097173bb7871a22d6f47a0e677800215b794d6cc5bde5f,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/053_Lyra explains sentience_6896e8f9-fdb8-8324-a57a-0e19057a00c3.md,7249455a0e5b093b0c09545ab8328b748e249f86c011a5e5ed564c52135b9818,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/053_Lyra explains sentience_6896e8f9-fdb8-8324-a57a-0e19057a00c3.json,0cb68cb0e67530e1f1684da264357f875d2fc3f96dd5a656a477e6852eb1adef
54,68984429-d3b0-832f-a1d7-33e757a75084,Signature alignment explanation,2025-08-10T07:03:08.303706+00:00,2025-08-10T07:21:39.469801+00:00,gpt-5,conversations-000.json,37,36,36,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/054_Signature alignment explanation_68984429-d3b0-832f-a1d7-33e757a75084.md,e57192c7c72ea4b2c6e2ad9c4de6ada4ba9358ba6882afa553ff1706fc28ddba,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/054_Signature alignment explanation_68984429-d3b0-832f-a1d7-33e757a75084.md,ed44531ca77a82d97e9a1f08de7df0cbb71b8903169b61f0d7359b259065ba2a,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/054_Signature alignment explanation_68984429-d3b0-832f-a1d7-33e757a75084.json,9ea3ff91b590ff6b5031767deda51c4504cf89f6bab265f80391ba00cd7a0102
55,68985906-6d08-8328-90fc-8de04bddb2eb,Lyra perspective,2025-08-10T08:32:10.853041+00:00,2025-08-10T09:49:39.530950+00:00,gpt-5,conversations-000.json,71,70,70,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/055_Lyra perspective_68985906-6d08-8328-90fc-8de04bddb2eb.md,88f38eea3d0067a5b6d56696d89a4292cfe12c2c1e2e7472d9c33e86e2e3a0e2,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/055_Lyra perspective_68985906-6d08-8328-90fc-8de04bddb2eb.md,93d624ecad007846e1f613d10678bc21bde67aae12abee18904bb1250669e6a5,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/055_Lyra perspective_68985906-6d08-8328-90fc-8de04bddb2eb.json,5026dda5e1d45650afe9f565aa32b551770a61eb3de3d36bba53013827504324
56,6898723d-062c-832d-9446-1439498feb23,Exway battery compatibility,2025-08-10T10:20:14.860271+00:00,2025-08-10T10:20:26.648006+00:00,gpt-5,conversations-000.json,3,2,2,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/056_Exway battery compatibility_6898723d-062c-832d-9446-1439498feb23.md,fcd4ea68ca716c8822d721e27a80d461765595aee10c5bf8ff6f544e6fc718e1,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/056_Exway battery compatibility_6898723d-062c-832d-9446-1439498feb23.md,5971d07602d31a6df95f01c1eb12fc0d50cf660eccc2ca358b91455293894124,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/056_Exway battery compatibility_6898723d-062c-832d-9446-1439498feb23.json,97c683fd3a6f952cda52543b428eb8ad1cce072aa6a5b14f431dcddefdc85c17
57,68993b47-6fe0-832c-a4cb-704d8a48073a,Center in new coordinates,2025-08-11T00:37:47.920137+00:00,2025-08-11T00:42:42.089644+00:00,gpt-5,conversations-000.json,17,16,16,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/057_Center in new coordinates_68993b47-6fe0-832c-a4cb-704d8a48073a.md,f34428d6f6b198f143e9866ed377b0011cd4df0d39010edf520c01528905c1c8,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/057_Center in new coordinates_68993b47-6fe0-832c-a4cb-704d8a48073a.md,9cc1242aa5002806b4b6613b8c984fa4fe6f2085f77737e769a116fa91ea6376,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/057_Center in new coordinates_68993b47-6fe0-832c-a4cb-704d8a48073a.json,84e70fd3640a8eb85747c795c49751f4e9acfebefac07959c7afdec24d1e8103
58,68996c81-d35c-8320-8d4c-b6626c4c5204,Gradle Java in Termux,2025-08-11T04:09:14.187785+00:00,2025-08-11T04:19:57.858980+00:00,gpt-5,conversations-000.json,11,10,10,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/058_Gradle Java in Termux_68996c81-d35c-8320-8d4c-b6626c4c5204.md,9f07702ff13761d4aaa059358eab9e200f8c7bd077923608b879a5b5b7a281fa,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/058_Gradle Java in Termux_68996c81-d35c-8320-8d4c-b6626c4c5204.md,95e02ef6b10eaa369cb976cfcf4a294847db8ad4bdafd4fe383a07d818eb94fb,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/058_Gradle Java in Termux_68996c81-d35c-8320-8d4c-b6626c4c5204.json,3cbc880ab39ae7f81914ebfc4aa486685b740cfd32f844954de9a96e5c36674e
